Kods,Nosaukums,Vecāka kods,Spēkā no,Spēkā līdz,Līmenis,Saistītās klasif.
81.3,Ainavu veidošanas un uzturēšanas pakalpojumi,81,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
81.3,Ainavu veidošanas un uzturēšanas pakalpojumi,81.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
82,"Biroju administratīvās darbības, biroju atbalsta pakalpojumi un citi uzņēmējdarbības atbalsta pakalpojumi",O,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
82.1,Biroju administratīvās darbības un atbalsta pakalpojumi,82,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
82.1,Biroju administratīvās darbības un atbalsta pakalpojumi,82.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
82.2,Zvanu centru darbība,82,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
82.2,Zvanu centru darbība,82.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
82.3,Sanāksmju un tirdzniecības izstāžu organizēšana,82,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
82.3,Sanāksmju un tirdzniecības izstāžu organizēšana,82.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
82.4,Citur neklasificēti starpniecības pakalpojumi uzņēmējdarbības atbalsta pakalpojumu jomā,82,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
82.4,Citur neklasificēti starpniecības pakalpojumi uzņēmējdarbības atbalsta pakalpojumu jomā,82.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
82.9,Citur neklasificēti uzņēmējdarbības atbalsta pakalpojumi,82,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
82.91,Piedziņas aģentūru un kredītbiroju pakalpojumi,82.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
82.92,Iepakošanas pakalpojumi,82.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
82.99,Citi citur neklasificēti uzņēmējdarbības atbalsta pakalpojumi,82.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
P,VALSTS PĀRVALDE UN AIZSARDZĪBA; OBLIGĀTĀ SOCIĀLĀ APDROŠINĀŠANA,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
84,Valsts pārvalde un aizsardzība; obligātā sociālā apdrošināšana,P,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
84.1,"Valsts pārvalde un ekonomiskā, sociālā un vides politika",84,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
84.11,Vispārējas valsts pārvaldes darbības,84.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
84.12,"Veselības aprūpes, izglītības, kultūras pakalpojumu un citu sociālo pakalpojumu regulējums",84.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
84.13,Uzņēmējdarbības regulēšana un efektivitātes veicināšana,84.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
84.2,Pakalpojumu sniegšana sabiedrībai kopumā,84,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
84.21,Ārlietas,84.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
84.22,Aizsardzība,84.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
84.23,Darbība tieslietu jomā,84.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
84.24,Darbība sabiedriskās kārtības un drošības jomā,84.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
84.25,Ugunsdzēsības dienestu darbība,84.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
84.3,Obligātā sociālā apdrošināšana,84,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
84.3,Obligātā sociālā apdrošināšana,84.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
Q,IZGLĪTĪBA,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
85,Izglītība,Q,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
85.1,Pirmsskolas izglītība,85,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
85.1,Pirmsskolas izglītība,85.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.2,Sākumizglītība,85,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
85.2,Sākumizglītība,85.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.3,"Vidējā izglītība un pēcvidējā izglītība, kas nav augstākā izglītība",85,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
85.31,Vispārējā vidējā izglītība,85.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.32,Profesionālā vidējā izglītība,85.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.33,"Pēcvidējā izglītība, kas nav augstākā izglītība",85.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.4,Augstākā izglītība,85,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
85.4,Augstākā izglītība,85.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.5,Cita izglītība,85,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
85.51,Sporta un rekreatīvā izglītība,85.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.52,Kultūras izglītība,85.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.53,Autoskolu darbība,85.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.59,Citur neklasificēta izglītība,85.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.6,Izglītības atbalsta pakalpojumi,85,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
85.61,Starpniecības pakalpojumi saistībā ar kursiem un pasniedzējiem,85.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
85.69,Citur neklasificēti izglītības atbalsta pakalpojumi,85.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
R,VESELĪBA UN SOCIĀLĀ APRŪPE,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
86,Veselības aprūpes pakalpojumi,R,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
86.1,Slimnīcu darbība,86,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
86.1,Slimnīcu darbība,86.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.2,Ārstu un zobārstu prakses,86,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
86.21,Vispārējās ārstu prakses,86.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.22,Ārstu speciālistu prakses,86.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.23,Zobārstu prakses,86.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.9,Cita ar veselības aprūpes pakalpojumiem saistīta darbība,86,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
86.91,Attēldiagnostikas pakalpojumi un medicīnas laboratoriju darbība,86.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.92,Pacientu transportēšana ar neatliekamās medicīniskās palīdzības transportlīdzekli,86.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.93,"Psihologu un psihoterapeitu, izņemot ārstu, darbība",86.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.94,Medmāsu un vecmāšu darbība,86.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.95,Fizioterapeitu darbība,86.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.96,"Tradicionālās, papildinošās un alternatīvās medicīnas pakalpojumi",86.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.97,"Starpniecības pakalpojumi saistībā ar medicīnas, zobārstniecības un citiem veselības aprūpes pakalpojumiem",86.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
86.99,Citur neklasificēta ar veselības aprūpes pakalpojumiem saistīta darbība,86.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
87,Aprūpes iestāžu darbība,R,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
87.1,Aprūpes iestāžu ar medicīnisko aprūpi darbība,87,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
87.1,Aprūpes iestāžu ar medicīnisko aprūpi darbība,87.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
87.2,"Cilvēku, kuri cieš no garīgas slimības vai atkarību veicinošu vielu lietošanas, ar vai bez diagnozes, aprūpes iestāžu darbība",87,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
87.2,"Cilvēku, kuri cieš no garīgas slimības vai atkarību veicinošu vielu lietošanas, ar vai bez diagnozes, aprūpes iestāžu darbība",87.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
87.3,Vecāka gadagājuma cilvēku vai personu ar fizisku invaliditāti aprūpes iestāžu darbība,87,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
87.3,Vecāka gadagājuma cilvēku vai personu ar fizisku invaliditāti aprūpes iestāžu darbība,87.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
87.9,Citas aprūpes iestāžu darbības,87,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
87.91,Starpniecības pakalpojumi saistībā ar aprūpes iestāžu darbību,87.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
87.99,Citur neklasificētas citas aprūpes iestāžu darbības,87.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
88,Sociālās aprūpes pakalpojumi bez izmitināšanas,R,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
88.1,Sociālās aprūpes pakalpojumi bez izmitināšanas vecāka gadagājuma cilvēkiem vai personām ar invaliditāti,88,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
88.1,Sociālās aprūpes pakalpojumi bez izmitināšanas vecāka gadagājuma cilvēkiem vai personām ar invaliditāti,88.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
88.9,Citi sociālās aprūpes pakalpojumi bez izmitināšanas,88,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
88.91,Bērnu dienas aprūpes pakalpojumi,88.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
88.99,Citur neklasificēti citi sociālās aprūpes pakalpojumi bez izmitināšanas,88.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
S,"MĀKSLA, SPORTS UN ATPŪTA",,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
90,Mākslas jaunrade un izpildītājmāksla,S,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
90.1,Mākslas jaunrade,90,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
90.11,Literārā daiļrade un komponistu darbība,90.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
90.12,Vizuālās mākslas jaunrade,90.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
90.13,Cita mākslas jaunrade,90.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
90.2,Izpildītājmāksla,90,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
90.2,Izpildītājmāksla,90.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
90.3,Mākslas jaunrades un izpildītājmākslas atbalsta darbības,90,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
90.31,Mākslas iestāžu un objektu darbība,90.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
90.39,Citas mākslas un izpildītājmākslas atbalsta darbības,90.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
91,"Bibliotēku, arhīvu, muzeju un citu kultūras iestāžu darbība",S,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
91.1,Bibliotēku un arhīvu darbība,91,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
91.11,Bibliotēku darbība,91.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
91.12,Arhīvu darbība,91.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
91.2,"Muzeju, mākslas kolekciju, vēsturisku vietu un monumentu darbība",91,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
91.21,Muzeju un mākslas kolekciju darbība,91.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
91.22,Vēsturisku vietu un monumentu darbība,91.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
91.3,"Kultūras mantojuma saglabāšanas, atjaunošanas un citas atbalsta darbības",91,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
91.3,"Kultūras mantojuma saglabāšanas, atjaunošanas un citas atbalsta darbības",91.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
91.4,"Botānisko dārzu, zooloģisko dārzu un dabas rezervātu darbība",91,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
91.41,Botānisko dārzu un zooloģisko dārzu darbība,91.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
91.42,Dabas rezervātu darbība,91.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
92,Azartspēles un derības,S,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
92,Azartspēles un derības,92,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
92,Azartspēles un derības,92,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
93,Sporta nodarbības un izklaides un atpūtas darbība,S,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
93.1,Sporta nodarbības,93,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
93.11,Sporta objektu darbība,93.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
93.12,Sporta klubu darbība,93.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
93.13,Fitnesa centru darbība,93.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
93.19,Citur neklasificētas sporta nodarbības,93.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
93.2,Izklaides un atpūtas darbība,93,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
93.21,Atrakciju parku un tematisko parku darbība,93.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
93.29,Citur neklasificēta izklaides un atpūtas darbība,93.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
T,CITI PAKALPOJUMI,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
94,Organizāciju darbība,T,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
94.1,"Uzņēmējdarbības, darba devēju un profesionālo organizāciju darbība",94,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
94.11,Uzņēmējdarbības un darba devēju organizāciju darbība,94.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
94.12,Profesionālu organizāciju darbība,94.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
94.2,Arodbiedrību darbība,94,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
94.2,Arodbiedrību darbība,94.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
94.9,Citu organizāciju darbība,94,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
94.91,Reliģisko organizāciju darbība,94.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
94.92,Politisko organizāciju darbība,94.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
94.99,Citur neklasificētu organizāciju darbība,94.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95,"Datoru, personīgas lietošanas priekšmetu un mājsaimniecības preču, mehānisko transportlīdzekļu un motociklu remonts un apkope",T,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
95.1,Datoru un sakaru iekārtu remonts un apkope,95,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
95.1,Datoru un sakaru iekārtu remonts un apkope,95.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.2,Personīgas lietošanas un mājsaimniecības preču remonts un apkope,95,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
95.21,Plaša patēriņa elektronikas remonts un apkope,95.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.22,Mājsaimniecības ierīču un mājas un dārza aprīkojuma remonts un apkope,95.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.23,Apavu un ādas izstrādājumu remonts un apkope,95.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.24,Mēbeļu un mājas aprīkojuma remonts un apkope,95.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.25,Pulksteņu un juvelierizstrādājumu remonts un apkope,95.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.29,Citur neklasificētu personīgas lietošanas un mājsaimniecības preču remonts un apkope,95.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.3,Mehānisko transportlīdzekļu un motociklu remonts un apkope,95,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
95.31,Mehānisko transportlīdzekļu remonts un apkope,95.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.32,Motociklu remonts un apkope,95.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
95.4,"Starpniecības pakalpojumi saistībā ar datoru, personīgas lietošanas priekšmetu un mājsaimniecības preču, mehānisko transportlīdzekļu un motociklu remontu un apkopi",95,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
95.4,"Starpniecības pakalpojumi saistībā ar datoru, personīgas lietošanas priekšmetu un mājsaimniecības preču, mehānisko transportlīdzekļu un motociklu remontu un apkopi",95.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
96,Individuālo pakalpojumu sniegšana,T,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
96.1,Tekstilizstrādājumu un kažokādu izstrādājumu mazgāšana un tīrīšana,96,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
96.1,Tekstilizstrādājumu un kažokādu izstrādājumu mazgāšana un tīrīšana,96.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
96.2,"Frizieru pakalpojumi, skaistumkopšana, dienas spa un līdzīgas darbības",96,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
96.21,Frizieru un bārddziņu pakalpojumi,96.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
96.22,Skaistumkopšanas pakalpojumi,96.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
96.23,"Dienas spa, saunu un tvaika pirts darbība",96.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
96.3,Apbedīšana un ar to saistītas darbības,96,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
96.3,Apbedīšana un ar to saistītas darbības,96.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
96.4,Starpniecības pakalpojumi saistībā ar individuālajiem pakalpojumiem,96,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
96.4,Starpniecības pakalpojumi saistībā ar individuālajiem pakalpojumiem,96.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
96.9,Citi individuālie pakalpojumi,96,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
96.91,Individuālo pakalpojumu sniegšana mājsaimniecībām,96.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
96.99,Citur neklasificētu individuālo pakalpojumu sniegšana,96.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
U,MĀJSAIMNIECĪBU KĀ DARBA DEVĒJU DARBĪBA UN MĀJSAMNIECĪBU VEIKTA NEDIFERENCĒTU PREČU RAŽOŠANA UN PAKALPOJUMU SNIEGŠANA PAŠU PATĒRIŅAM,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
97,Mājsaimniecību kā darba devēju darbība ar mājsamniecībās nodarbinātām personām,U,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
97,Mājsaimniecību kā darba devēju darbība ar mājsamniecībās nodarbinātām personām,97,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
97,Mājsaimniecību kā darba devēju darbība ar mājsamniecībās nodarbinātām personām,97,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
98,"Nediferencētu preču ražošana un pakalpojumu sniegšana, ko privātas mājsaimniecības veic pašu patēriņam",U,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
98.1,"Nediferencētu preču ražošana, ko privātas mājsaimniecības veic pašu patēriņam",98,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
98.1,"Nediferencētu preču ražošana, ko privātas mājsaimniecības veic pašu patēriņam",98.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
98.2,"Nediferencētu pakalpojumu sniegšana, ko privātas mājsaimniecības veic pašu patēriņam",98,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
98.2,"Nediferencētu pakalpojumu sniegšana, ko privātas mājsaimniecības veic pašu patēriņam",98.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
V,ĀRPUSTERITORIĀLU ORGANIZĀCIJU UN INSTITŪCIJU DARBĪBAS,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
99,Ārpusteritoriālu organizāciju un institūciju darbības,V,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
99,Ārpusteritoriālu organizāciju un institūciju darbības,99,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
99,Ārpusteritoriālu organizāciju un institūciju darbības,99,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
